Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"N Mendis, R Bandara","Show and Listen: Generating Music Based on Images using Machine Learning",2022,"… Conference on Advances in ICT for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10024066/","https://scholar.google.com/scholar?cites=9204618136209159657&as_sdt=2005&sciodt=2007&hl=en",321,"2025-12-14 08:01:17","","","","",,,,,4,1.33,2,2,3,"… Inspired by image captioning using machine learning, the … , a subjective and objective evaluation was conducted and the … 5 tracks: bass, drums, guitar, piano and strings. The models …","","https://scholar.google.com/scholar?q=related:6XXdPW1fvX8J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
22422,"CR Qi, H Su, K Mo, LJ Guibas","Pointnet: Deep learning on point sets for 3d classification and segmentation",2017,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017/html/Qi_PointNet_Deep_Learning_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=1958213547177282284&as_sdt=2005&sciodt=2007&hl=en",322,"2025-12-14 08:01:17","","","","",,,,,22422,2802.75,5606,4,8,"… We provide both a theoretical analysis and an experimental evaluation of our approach. We show that our network can approximate any set function that is continuous. More interestingly…","https://openaccess.thecvf.com/content_cvpr_2017/papers/Qi_PointNet_Deep_Learning_CVPR_2017_paper.pdf","https://scholar.google.com/scholar?q=related:7Arcmdj4LBsJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
4,"S Rodríguez, E Gómez Gutiérrez, H Cuesta","Automatic transcription of Flamenco guitar falsetas",2018,"","repositori.upf.edu","https://repositori.upf.edu/items/6567cfdc-77cf-4ea4-a6fe-b3591998eec0","https://scholar.google.com/scholar?cites=5384311206948620274&as_sdt=2005&sciodt=2007&hl=en",323,"2025-12-14 08:01:17","","","","",,,,,4,0.57,1,3,7,"… We will focus on unvoiced segments as candidates for guitar falsetas. This process adapts … Since the guitar is a pitched percussive instrument, we also include the evaluation removing …","https://repositori.upf.edu/bitstreams/96f2076a-6ba6-4d0a-810e-fd46405a1127/download","https://scholar.google.com/scholar?q=related:8sdT8oPquEoJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
55,"H Chu, J Kim, S Kim, H Lim, H Lee, S Jin, ...","An empirical study on how people perceive AI-generated music",2022,"Proceedings of the 31st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3511808.3557235","https://scholar.google.com/scholar?cites=14891360806944720505&as_sdt=2005&sciodt=2007&hl=en",324,"2025-12-14 08:01:17","","10.1145/3511808.3557235","","",,,,,55,18.33,8,7,3,"… and discuss future research directions of deep learning models for music creation. … evaluation metrics of the 40 music generation models. First, we collect all subjective evaluation …","https://scholarworks.unist.ac.kr/bitstream/201301/73761/2/200000642129.pdf","https://scholar.google.com/scholar?q=related:eUYdkMG9qM4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
76,"S Gururani, C Summers, A Lerch","Instrument Activity Detection in Polyphonic Music using Deep Neural Networks.",2018,"ISMIR","ismir2018.ismir.net","https://ismir2018.ismir.net/doc/pdfs/275_Paper.pdf","https://scholar.google.com/scholar?cites=925774281652238259&as_sdt=2005&sciodt=2007&hl=en",325,"2025-12-14 08:01:17","PDF","","","",,,,,76,10.86,25,3,7,"… specific areas of interest such as guitar solos. Three classes of deep … We also address the problem of evaluation of an IAD system. … experiments, the evaluation metrics and the proposed …","https://ismir2018.ismir.net/doc/pdfs/275_Paper.pdf","https://scholar.google.com/scholar?q=related:s_cS4M0C2QwJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
1,"MT Correia Ribeiro","Model-Agnostic Explanations and Evaluation of Machine Learning",2019,"","digital.lib.washington.edu","https://digital.lib.washington.edu/researchworks/items/b0c5f39d-136a-42c3-b413-d66e8bae2f9d","https://scholar.google.com/scholar?cites=10370918110051911182&as_sdt=2005&sciodt=2007&hl=en",326,"2025-12-14 08:01:17","","","","",,,,,1,0.17,1,1,6,"… between humans and any machine learning model. Specifically… , a new kind of evaluation metric that considers the relationship … communication between machine learning models and …","https://digital.lib.washington.edu/bitstreams/a9eed42b-b3b1-44d4-a3e9-1141b25ce398/download","https://scholar.google.com/scholar?q=related:DkZP2BLn7I8J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
47,"I Demir, C Hahn, K Leonard, G Morin, ...","Skelneton 2019: Dataset and challenge on deep learning for geometric shape understanding",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPRW_2019/html/SkelNetOn/Demir_SkelNetOn_2019_Dataset_and_Challenge_on_Deep_Learning_for_Geometric_CVPRW_2019_paper.html","https://scholar.google.com/scholar?cites=1485182522121569223&as_sdt=2005&sciodt=2007&hl=en",327,"2025-12-14 08:01:17","","","","",,,,,47,7.83,9,5,6,"… three datasets and corresponding evaluation methodologies; all … of datasets, define the evaluation criteria of the public … long and narrow appendages such as the guitar neck (third row). …","http://openaccess.thecvf.com/content_CVPRW_2019/papers/SkelNetOn/Demir_SkelNetOn_2019_Dataset_and_Challenge_on_Deep_Learning_for_Geometric_CVPRW_2019_paper.pdf","https://scholar.google.com/scholar?q=related:x8OskaJtnBQJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
6,"Y Zhou, F Huang","Navigating knowledge dynamics: Algorithmic music recombination, deep learning, blockchain, economic knowledge, and copyright challenges",2025,"Journal of the Knowledge Economy","Springer","https://link.springer.com/article/10.1007/s13132-023-01700-3","https://scholar.google.com/scholar?cites=17300690055708100688&as_sdt=2005&sciodt=2007&hl=en",328,"2025-12-14 08:01:17","","10.1007/s13132-023-01700-3","","",,,,,6,6.00,3,2,1,"… This evaluation demonstrates that our method consistently produces music that excels in these critical areas. In other words, our music generation approach is more musically coherent, …","","https://scholar.google.com/scholar?q=related:UEidU_FlGPAJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
11,"CJ Steinmetz, SS Vanka, ...","Deep learning for automatic mixing",2022,"Proc. of …","christiansteinmetz.com","https://www.christiansteinmetz.com/s/MDX_Workshop_at_ISMIR_Deep_learning_for_automatic_mixing.pdf","https://scholar.google.com/scholar?cites=14817743038102117885&as_sdt=2005&sciodt=2007&hl=en",329,"2025-12-14 08:01:17","PDF","","","",,,,,11,3.67,4,3,3,"… The promise of deep learning … A deep learning approach to intelligent drum mixing with the Wave-U-Net … A deep learning approach to intelligent drum mixing with the Wave-U-Net …","https://www.christiansteinmetz.com/s/MDX_Workshop_at_ISMIR_Deep_learning_for_automatic_mixing.pdf","https://scholar.google.com/scholar?q=related:_R0YD8kyo80J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
10,"H Zhihan, Y Liang, T Jin","Design of music training assistant system based on artificial intelligence",2022,"EAI Endorsed Transactions on …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/b62d/84c2f0dfe1b3538a215edc5b11e1fcfc0efd.pdf","https://scholar.google.com/scholar?cites=11977333717069667605&as_sdt=2005&sciodt=2007&hl=en",330,"2025-12-14 08:01:17","PDF","","","",,,,,10,3.33,3,3,3,"… guitar, … feedback technology to music recommendation system [12], in order to treat the context information of music tracks as auxiliary information to compensate for implicit feedback, …","https://pdfs.semanticscholar.org/b62d/84c2f0dfe1b3538a215edc5b11e1fcfc0efd.pdf","https://scholar.google.com/scholar?q=related:FR0_mo4JOKYJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
20,"T Magnusson, C Kiefer, H Ulfarsson","Reflexions upon Feedback.",2022,"NIME","users.sussex.ac.uk","http://users.sussex.ac.uk/~thm21/thor/pdfs/Magnusson_NIME2022.pdf","https://scholar.google.com/scholar?cites=6677777026901616016&as_sdt=2005&sciodt=2007&hl=en",331,"2025-12-14 08:01:17","PDF","","","",,,,,20,6.67,7,3,3,"… ’s guitar, to the systems design of David Tudor or Nic Collins, we find the origins of feedback … This is part of the interaction and interface design, and the addition of machine learning and …","http://users.sussex.ac.uk/~thm21/thor/pdfs/Magnusson_NIME2022.pdf","https://scholar.google.com/scholar?q=related:kCW8WdM6rFwJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
44,"W Liu","Literature survey of multi-track music generation model based on generative confrontation network in intelligent composition",2023,"The Journal of Supercomputing","Springer","https://link.springer.com/article/10.1007/s11227-022-04914-5","https://scholar.google.com/scholar?cites=12271847254115873183&as_sdt=2005&sciodt=2007&hl=en",332,"2025-12-14 08:01:17","","10.1007/s11227-022-04914-5","","",,,,,44,22.00,44,1,2,"… Therefore, this paper aims to use artificial intelligence (AI) for … music tracks for bass, drums, guitar, piano, and strings. The … This work uses the index evaluation method designed by …","","https://scholar.google.com/scholar?q=related:n_Ft_w5cTqoJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
7,"J Salamon","Pitch analysis for active music discovery",2016,"33rd Int. Conf. on Machine Learning","justinsalamon.com","https://www.justinsalamon.com/uploads/4/3/9/4/4394963/salamon_pitchanalysisdiscovery_icml2016.pdf","https://scholar.google.com/scholar?cites=9275210784926775733&as_sdt=2005&sciodt=2007&hl=en",333,"2025-12-14 08:01:17","PDF","","","",,,,,7,0.78,7,1,9,"… algorithms are most likely over-fitting the evaluation sets (even the ones that have been kept … that will generalize well to unseen data (not to mention data-hungry deep learning models). …","https://www.justinsalamon.com/uploads/4/3/9/4/4394963/salamon_pitchanalysisdiscovery_icml2016.pdf","https://scholar.google.com/scholar?q=related:tbluFBEruIAJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
23,"M Müller, M Stiefel, BI Bachmann, D Britz, F Mücklich","Overview: Machine learning for segmentation and classification of complex steel microstructures",2024,"Metals","mdpi.com","https://www.mdpi.com/2075-4701/14/5/553","https://scholar.google.com/scholar?cites=12528915500227049362&as_sdt=2005&sciodt=2007&hl=en",334,"2025-12-14 08:01:17","HTML","","","",,,,,23,23.00,5,5,1,"… what to measure and included labor-intensive manual evaluation. Recent advancements in artificial intelligence (AI) and machine learning (ML) offer exciting new approaches to …","https://www.mdpi.com/2075-4701/14/5/553","https://scholar.google.com/scholar?q=related:kjfrM0Sm360J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
10,"HW Dong, C Donahue, T Berg-Kirkpatrick, ...","Towards automatic instrumentation by learning to separate parts in symbolic multitrack music",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2107.05916","https://scholar.google.com/scholar?cites=1252610783010196033&as_sdt=2005&sciodt=2007&hl=en",335,"2025-12-14 08:01:17","","","","",,,,,10,2.50,3,4,4,"… For example, in pop music, guitar and piano tend to play … In view of recent advances in machine learning, we propose to … We conduct an extensive empirical evaluation showing the …","https://arxiv.org/pdf/2107.05916","https://scholar.google.com/scholar?q=related:QYol294qYhEJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
125,"J Summaira, X Li, AM Shoib, S Li, J Abdul","Recent advances and trends in multimodal deep learning: A review",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2105.11087","https://scholar.google.com/scholar?cites=6214099810980120560&as_sdt=2005&sciodt=2007&hl=en",336,"2025-12-14 08:01:17","","","","",,,,,125,31.25,25,5,4,"… deep learning applications has been provided. A fine-grained taxonomy of various multimodal deep learning … are also discussed, along with their evaluation metrics. Last, main issues …","https://arxiv.org/pdf/2105.11087","https://scholar.google.com/scholar?q=related:8MdKuNrqPFYJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
1,"M Hosseinnia, A Behrad","3D Image Annotation using Deep Learning and View-based Image Features",2023,"2023 6th International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10147190/","https://scholar.google.com/scholar?cites=5764715607027828235&as_sdt=2005&sciodt=2007&hl=en",337,"2025-12-14 08:01:17","","","","",,,,,1,0.50,1,2,2,"… -label classification machine-learning algorithm is employed to … 2 illustrates the expansion of Guitar and Piano classes to seven … Various evaluation metrics may be used to evaluate the …","","https://scholar.google.com/scholar?q=related:C0YLRE1iAFAJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
46,"LL de Melo, VGML de Melo, PAA Marques, ...","Deep learning for identification of water deficits in sugarcane based on thermal images",2022,"Agricultural Water …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378377422003675","https://scholar.google.com/scholar?cites=7214819209173610584&as_sdt=2005&sciodt=2007&hl=en",338,"2025-12-14 08:01:17","","","","",,,,,46,15.33,12,4,3,"… In this context, machine learning techniques are crucial tools … In this work, a method for the evaluation of thermal images of … is a kind of a deep learning model combined with the transfer …","","https://scholar.google.com/scholar?q=related:WDB1UdgvIGQJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
70,"E Manilow, P Seetharaman, ...","Simultaneous separation and transcription of mixtures with multiple polyphonic and percussive instruments",2020,"ICASSP 2020-2020 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9054340/","https://scholar.google.com/scholar?cites=3275144347580477266&as_sdt=2005&sciodt=2007&hl=en",339,"2025-12-14 08:01:17","","","","",,,,,70,14.00,23,3,5,"… We present a single deep learning architecture that can both … a subset of the sources (eg piano, guitar, bass) in the mixture, and … For evaluation, we binarized the network’s transcriptions …","https://arxiv.org/pdf/1910.12621","https://scholar.google.com/scholar?q=related:Uq-pgW6mcy0J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
6,"N Sharma, S Sharma","Human-interacted computation system: A state of the art in music",2023,"Heterogenous Computational Intelligence …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781003363606-1/human-interacted-computation-system-nipun-sharma-swati-sharma","https://scholar.google.com/scholar?cites=10507309491906460193&as_sdt=2005&sciodt=2007&hl=en",340,"2025-12-14 08:01:17","","10.1201/9781003363606-1","","",,,,,6,3.00,3,2,2,"… playlist continuation and evaluation parameters selection to measure its efficiency. A systematic review of machine learning state of the art specifically for guitar playing and learning is …","","https://scholar.google.com/scholar?q=related:IbosElB20ZEJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
63,"G Tzanetakis, F Cook","A framework for audio analysis based on classification and temporal segmentation",1999,"… . Informatics: Theory and Practice for the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/794763/","https://scholar.google.com/scholar?cites=1694185873219219825&as_sdt=2005&sciodt=2007&hl=en",341,"2025-12-14 08:01:17","","","","",,,,,63,2.42,32,2,26,"… We use a cross-validation testing framework [18] to ensure that the evaluation is not dependent on … Representative examples include detecting a guitar solo entrance or a cymbal crash, …","https://www.researchgate.net/profile/George-Tzanetakis/publication/2544866_A_Framework_for_Audio_Analysis_Based_on_Classification_and_Temporal_Segmentation/links/09e4150e5968522642000000/A-Framework-for-Audio-Analysis-Based-on-Classification-and-Temporal-Segmentation.pdf","https://scholar.google.com/scholar?q=related:cXG3VBP1ghcJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
2,"Y Wang, X Guan, Y Du, N Nan","Harmonics based representation in clarinet tone quality evaluation",2020,"ICASSP 2020-2020 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9054020/","https://scholar.google.com/scholar?cites=12360499918095670075&as_sdt=2005&sciodt=2007&hl=en",342,"2025-12-14 08:01:17","","","","",,,,,2,0.40,1,4,5,"… Music tone quality evaluation is generally performed by experts. It could be subjective and … and the tone quality is classified by machine learning. The results show that our new method …","https://arxiv.org/pdf/2003.00414","https://scholar.google.com/scholar?q=related:O1tW0C9RiasJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
196,"C Kereliuk, BL Sturm, J Larsen","Deep learning and music adversaries",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7254179/","https://scholar.google.com/scholar?cites=12533945645676557205&as_sdt=2005&sciodt=2007&hl=en",343,"2025-12-14 08:01:17","","","","",,,,,196,19.60,65,3,10,"… 55] build a DNN that maps input spectrogram features to guitar-specific fingerings of chords. … a system operates, and whether the evaluation is any valid reflection of the qualities we …","https://arxiv.org/pdf/1507.04761","https://scholar.google.com/scholar?q=related:lfOaNCiF8a0J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
3,"DK Kurniawan, GR Alexander, ...","Deep Learning for Music: A Systematic Literature Review",2023,"2023 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10278072/","https://scholar.google.com/scholar?cites=17866862412982348654&as_sdt=2005&sciodt=2007&hl=en",344,"2025-12-14 08:01:17","","","","",,,,,3,1.50,1,3,2,"… architecture and the LSTM RNN deep learning architecture using datasets such as Acoustic guitar, bass drum, cello, clarinet, double bass, flute, hi-hat, etc. The results given are that the …","","https://scholar.google.com/scholar?q=related:bmuXsLPY8_cJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
26,"H Alsuradi, W Park, M Eid","Explainable classification of EEG data for an active touch task using shapley values",2020,"International Conference on Human-Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-60117-1_30","https://scholar.google.com/scholar?cites=8143949906114596696&as_sdt=2005&sciodt=2007&hl=en",345,"2025-12-14 08:01:17","","10.1007/978-3-030-60117-1_30","","",,,,,26,5.20,9,3,5,"… feedback in the interaction. This study demonstrates the use of explainable machine learning … asked to slide their index finger across guitar strings displayed on a Tanvas touchscreen …","","https://scholar.google.com/scholar?q=related:WE-JhkofBXEJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
9,"T Martins, N Rodríguez-Fernández, SM Rebelo","Artificial Intelligence in Music, Sound, Art and Design: 11th International Conference, EvoMUSART 2022, Held as Part of EvoStar 2022, Madrid, Spain, April …",2022,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=6e5qEAAAQBAJ&oi=fnd&pg=PR5&dq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&ots=BoG_8lR-9q&sig=cz_Bb8MBJ-V5PEM1uYRHvaDZGfM","https://scholar.google.com/scholar?cites=12761732899849481455&as_sdt=2005&sciodt=2007&hl=en",346,"2025-12-14 08:01:17","BOOK","","","",,,,,9,3.00,3,3,3,"… 1970s, the use of artificial intelligence for the development of … who are using artificial intelligence techniques for artistic … EvoMUSART continued to provide useful feedback to authors…","","https://scholar.google.com/scholar?q=related:76zxNXXIGrEJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
5,"Y Li, G Wang","Chai: Interactive ai tools in chuck",2024,"New Interfaces for Musical Expression","ccrma.stanford.edu","https://ccrma.stanford.edu/~ge/publish/files/2024-nime-chai.pdf","https://scholar.google.com/scholar?cites=7252289258886042093&as_sdt=2005&sciodt=2007&hl=en",347,"2025-12-14 08:01:17","PDF","","","",,,,,5,5.00,3,2,1,"… a collection of interactive machine learning tools for the ChucK … As a holistic evaluation of ChAI as a tool, we present several … gestures as control mechanisms for guitar effects, traditional …","https://ccrma.stanford.edu/~ge/publish/files/2024-nime-chai.pdf","https://scholar.google.com/scholar?q=related:7ZFIHKhOpWQJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
61,"I Manco, B Weck, S Doh, M Won, Y Zhang, ...","The song describer dataset: a corpus of audio captions for music-and-language evaluation",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2311.10057","https://scholar.google.com/scholar?cites=461535322246034546&as_sdt=2005&sciodt=2007&hl=en",348,"2025-12-14 08:01:17","","","","",,,,,61,30.50,10,6,2,"… This is a chill folk song with a simple rythm and acoustic guitar, good for a slow morning of … The primary use case for the dataset is the evaluation of machine learning models on tasks …","https://arxiv.org/pdf/2311.10057","https://scholar.google.com/scholar?q=related:cjTFJe6zZwYJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
195,"S Jabeen, X Li, MS Amin, O Bourahla, S Li, ...","A review on methods and applications in multimodal deep learning",2023,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3545572","https://scholar.google.com/scholar?cites=1308884506638118665&as_sdt=2005&sciodt=2007&hl=en",349,"2025-12-14 08:01:17","","10.1145/3545572","","",,,,,195,97.50,33,6,2,"… MMDL methods and applications are categorized into multiple groups, and the impact of feature extractor, deep learning architecture, datasets, and evaluation metrics are analyzed for …","https://www.academia.edu/download/100427721/3545572.pdf","https://scholar.google.com/scholar?q=related:CW8tJoYXKhIJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
134,"CH Yu, Z Qin, FJ Martin-Martinez, MJ Buehler","A self-consistent sonification method to translate amino acid sequences into musical compositions and application in protein design using artificial intelligence",2019,"ACS nano","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsnano.9b02180","https://scholar.google.com/scholar?cites=5874368213934389413&as_sdt=2005&sciodt=2007&hl=en",350,"2025-12-14 08:01:17","","10.1021/acsnano.9b02180","","",,,,,134,22.33,34,4,6,"We report a self-consistent method to translate amino acid sequences into audible sound, use the representation in the musical space to train a neural network, and then apply it to …","https://www.academia.edu/download/93697536/acsnano.9b0218020221105-1-1lg1hig.pdf","https://scholar.google.com/scholar?q=related:pbhnT8TyhVEJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
